original_filename,new_filename,previous_public_path,original_path,new_path,category,duration_seconds,resolution,width,height,orientation,codec,codec_profile,pixel_format,audio_codec,frame_rate,size_bytes,sha256,duplicate_status,kept_original_filename,poster_path,proposed_page_placements,related_collections,conversion_status,visual_review_group
AQNVCmCo8vYEO2GBgdsDPoJezXSEOdAqmjKfEJ4rVAKVk4M8Kp62fWN4cgMbixGiU8GYDRsvuKBy4N_u6mGbV3RmhbaLwepAE-.mp4,champagne-bird-relief-folder-detail-01.mp4,public/media/video/AQNVCmCo8vYEO2GBgdsDPoJezXSEOdAqmjKfEJ4rVAKVk4M8Kp62fWN4cgMbixGiU8GYDRsvuKBy4N_u6mGbV3RmhbaLwepAE-.mp4,media-source/videos-original/AQNVCmCo8vYEO2GBgdsDPoJezXSEOdAqmjKfEJ4rVAKVk4M8Kp62fWN4cgMbixGiU8GYDRsvuKBy4N_u6mGbV3RmhbaLwepAE-.mp4,public/media/motion/details-and-finishes/champagne-bird-relief-folder-detail-01.mp4,details-and-finishes,27.967,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,30,10406585,698d5ee6fb75b9e81a49d4c3929182b7fa4f31d40730d04b2ec09a309be47afe,unique,AQNVCmCo8vYEO2GBgdsDPoJezXSEOdAqmjKfEJ4rVAKVk4M8Kp62fWN4cgMbixGiU8GYDRsvuKBy4N_u6mGbV3RmhbaLwepAE-.mp4,public/media/motion/details-and-finishes/champagne-bird-relief-folder-detail-01-poster.jpg,our-craft|gallery,champagne-sculpted-bird-suite,convert-to-h264,ornate-relief-folder-details
AQNyavEgOoF-vvMtk6le6CY0WhhmlgsZvzV-Ui49BifSzFvlVMXCwi7nStrBQ-jaVAezGD-PqfhJgVzEzJRelaUA8vIrD_2zQm8.mp4,minimal-wax-seal-invitation-suite-01.mp4,public/media/video/AQNyavEgOoF-vvMtk6le6CY0WhhmlgsZvzV-Ui49BifSzFvlVMXCwi7nStrBQ-jaVAezGD-PqfhJgVzEzJRelaUA8vIrD_2zQm8.mp4,media-source/videos-original/AQNyavEgOoF-vvMtk6le6CY0WhhmlgsZvzV-Ui49BifSzFvlVMXCwi7nStrBQ-jaVAezGD-PqfhJgVzEzJRelaUA8vIrD_2zQm8.mp4,public/media/motion/collections/minimal-wax-seal-invitation-suite-01.mp4,collections,30.534,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,60,10113780,9164eb04064e036bb0cc3c670518b5ca5f8a8059daab3b6ff4e60ecb368b9ccf,unique,AQNyavEgOoF-vvMtk6le6CY0WhhmlgsZvzV-Ui49BifSzFvlVMXCwi7nStrBQ-jaVAezGD-PqfhJgVzEzJRelaUA8vIrD_2zQm8.mp4,public/media/motion/collections/minimal-wax-seal-invitation-suite-01-poster.jpg,home|collections|collection-detail|gallery,minimal-gold-wax-suite,convert-to-h264,
AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (1).mp4,favor-accessory-display-01.mp4,public/media/video/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (1).mp4,media-source/videos-original/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (1).mp4,public/media/motion/accessories/favor-accessory-display-01.mp4,accessories,37.067,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,4601347,46bb6dec320ad57ae26e5652c5db7236a7470ca754c59634460b199703bee781,exact-duplicate,AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,public/media/motion/accessories/favor-accessory-display-01-poster.jpg,our-craft|gallery,,production-ready,accessory-assortment-variants
AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (2).mp4,favor-accessory-display-01.mp4,public/media/video/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (2).mp4,media-source/videos-original/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ (2).mp4,public/media/motion/accessories/favor-accessory-display-01.mp4,accessories,37.067,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,4601347,46bb6dec320ad57ae26e5652c5db7236a7470ca754c59634460b199703bee781,exact-duplicate,AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,public/media/motion/accessories/favor-accessory-display-01-poster.jpg,our-craft|gallery,,production-ready,accessory-assortment-variants
AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,favor-accessory-display-01.mp4,public/media/video/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,media-source/videos-original/AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,public/media/motion/accessories/favor-accessory-display-01.mp4,accessories,37.067,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,4601347,46bb6dec320ad57ae26e5652c5db7236a7470ca754c59634460b199703bee781,exact-duplicate-kept,AQO2QoE0zIowTsBf9rnjDOqsWAv2sVGmRkrmsj4cm4WORz_d_SmvoZG3I1xqxm104Ev0w5Une0zqJ-eYz-MF6zoDBv9BtSqmgLubzYucA6_RsQ.mp4,public/media/motion/accessories/favor-accessory-display-01-poster.jpg,our-craft|gallery,,production-ready,accessory-assortment-variants
AQOAORCOthmrVEUu-8x3Rb0tRufF33qGDAIHAoR8XLESfeMi5eARv66C16cZQmoTlByw52TSD6v3OtbRxB8BJ-MeAmJXgebfOkgcgNSRr49z4w.mp4,dark-lacquer-gold-relief-detail-01.mp4,public/media/video/AQOAORCOthmrVEUu-8x3Rb0tRufF33qGDAIHAoR8XLESfeMi5eARv66C16cZQmoTlByw52TSD6v3OtbRxB8BJ-MeAmJXgebfOkgcgNSRr49z4w.mp4,media-source/videos-original/AQOAORCOthmrVEUu-8x3Rb0tRufF33qGDAIHAoR8XLESfeMi5eARv66C16cZQmoTlByw52TSD6v3OtbRxB8BJ-MeAmJXgebfOkgcgNSRr49z4w.mp4,public/media/motion/details-and-finishes/dark-lacquer-gold-relief-detail-01.mp4,details-and-finishes,62.7,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,9317082,89ab692ec6f351302176cf45858b5c2e6d4874a4fdc1efa410c2117644d07889,unique,AQOAORCOthmrVEUu-8x3Rb0tRufF33qGDAIHAoR8XLESfeMi5eARv66C16cZQmoTlByw52TSD6v3OtbRxB8BJ-MeAmJXgebfOkgcgNSRr49z4w.mp4,public/media/motion/details-and-finishes/dark-lacquer-gold-relief-detail-01-poster.jpg,our-craft|gallery,lacquer-bird-heritage-suite,production-ready,ornate-relief-folder-details
AQOF27__j00CeOPNbY4Hcw5745lSYZUBDRBXewybwGoERRlW09VwC7ENOpfxWh1laoMea5aXuKvq5Wt6W-AK1rFjobKew2uVbH4MUn90NvtmJA.mp4,pink-boxed-certificate-presentation-01.mp4,public/media/video/AQOF27__j00CeOPNbY4Hcw5745lSYZUBDRBXewybwGoERRlW09VwC7ENOpfxWh1laoMea5aXuKvq5Wt6W-AK1rFjobKew2uVbH4MUn90NvtmJA.mp4,media-source/videos-original/AQOF27__j00CeOPNbY4Hcw5745lSYZUBDRBXewybwGoERRlW09VwC7ENOpfxWh1laoMea5aXuKvq5Wt6W-AK1rFjobKew2uVbH4MUn90NvtmJA.mp4,public/media/motion/packaging-and-presentation/pink-boxed-certificate-presentation-01.mp4,packaging-and-presentation,34.367,720x1278,720,1278,portrait,h264,High,yuv420p,aac,30,2862822,4b4bbaf550b105ca6b63c6f5aa03f3cb66541e2f33bbd1f07536d8d452752af5,unique,AQOF27__j00CeOPNbY4Hcw5745lSYZUBDRBXewybwGoERRlW09VwC7ENOpfxWh1laoMea5aXuKvq5Wt6W-AK1rFjobKew2uVbH4MUn90NvtmJA.mp4,public/media/motion/packaging-and-presentation/pink-boxed-certificate-presentation-01-poster.jpg,collection-detail|gallery,,production-ready,boxed-presentation-variants
AQOHG3HVgKMmJdtMZp225tgj8w6gspFbdebdOc_x31GEuQofqjpsHcjpvZ3JRl4PUVHQ-3kYkU4ZR10-cEVoH9ZuVKtdoypgnHvDrRM5aqz9Fw.mp4,neutral-gold-ornate-folder-detail-02.mp4,public/media/video/AQOHG3HVgKMmJdtMZp225tgj8w6gspFbdebdOc_x31GEuQofqjpsHcjpvZ3JRl4PUVHQ-3kYkU4ZR10-cEVoH9ZuVKtdoypgnHvDrRM5aqz9Fw.mp4,media-source/videos-original/AQOHG3HVgKMmJdtMZp225tgj8w6gspFbdebdOc_x31GEuQofqjpsHcjpvZ3JRl4PUVHQ-3kYkU4ZR10-cEVoH9ZuVKtdoypgnHvDrRM5aqz9Fw.mp4,public/media/motion/details-and-finishes/neutral-gold-ornate-folder-detail-02.mp4,details-and-finishes,26.734,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,3144942,fcbd8abc94f96bb9158160d575188ca60042726af5ad6f283e3cfbb7956150e3,unique,AQOHG3HVgKMmJdtMZp225tgj8w6gspFbdebdOc_x31GEuQofqjpsHcjpvZ3JRl4PUVHQ-3kYkU4ZR10-cEVoH9ZuVKtdoypgnHvDrRM5aqz9Fw.mp4,public/media/motion/details-and-finishes/neutral-gold-ornate-folder-detail-02-poster.jpg,our-craft|gallery,ivory-gold-ornate-frame-suite,production-ready,neutral-gold-ornate-folder-repeat
AQOIohT9o80KUuEcA2-k96ozSe76UbhQX8e__47jMBZATteBGySyaCQyRtsDdav9WGkqG1epSzyMZ3Ylrg76a0QDXVaM9kYi5PA.mp4,monogram-boxed-envelope-presentation-01.mp4,public/media/video/AQOIohT9o80KUuEcA2-k96ozSe76UbhQX8e__47jMBZATteBGySyaCQyRtsDdav9WGkqG1epSzyMZ3Ylrg76a0QDXVaM9kYi5PA.mp4,media-source/videos-original/AQOIohT9o80KUuEcA2-k96ozSe76UbhQX8e__47jMBZATteBGySyaCQyRtsDdav9WGkqG1epSzyMZ3Ylrg76a0QDXVaM9kYi5PA.mp4,public/media/motion/packaging-and-presentation/monogram-boxed-envelope-presentation-01.mp4,packaging-and-presentation,25.867,1080x1920,1080,1920,portrait,av1,Main,yuv420p,aac,30,1722021,49924aa40a03a630006fed9a40058c94ec3f2208b5c797c8cfd7be925e31627e,unique,AQOIohT9o80KUuEcA2-k96ozSe76UbhQX8e__47jMBZATteBGySyaCQyRtsDdav9WGkqG1epSzyMZ3Ylrg76a0QDXVaM9kYi5PA.mp4,public/media/motion/packaging-and-presentation/monogram-boxed-envelope-presentation-01-poster.jpg,collection-detail|gallery,premium-boxed-signature-set,convert-to-h264,boxed-presentation-variants
AQOJa7wjiUgazG-1wB-pLbCJdA7vYmK3W1phgQC6oHWFvajUT0ntKhU2h7kQlkaLkEzEaGCoNmPktzAgJTD6jSg0lWYXywxRJ3w.mp4,green-venue-invitation-suite-01.mp4,public/media/video/AQOJa7wjiUgazG-1wB-pLbCJdA7vYmK3W1phgQC6oHWFvajUT0ntKhU2h7kQlkaLkEzEaGCoNmPktzAgJTD6jSg0lWYXywxRJ3w.mp4,media-source/videos-original/AQOJa7wjiUgazG-1wB-pLbCJdA7vYmK3W1phgQC6oHWFvajUT0ntKhU2h7kQlkaLkEzEaGCoNmPktzAgJTD6jSg0lWYXywxRJ3w.mp4,public/media/motion/collections/green-venue-invitation-suite-01.mp4,collections,44.545,1080x1920,1080,1920,portrait,av1,Main,yuv420p,aac,29.97,6273513,1dd1b11cffdbada280774cb70e7fc3229770e329c79d024cb94868e528801874,unique,AQOJa7wjiUgazG-1wB-pLbCJdA7vYmK3W1phgQC6oHWFvajUT0ntKhU2h7kQlkaLkEzEaGCoNmPktzAgJTD6jSg0lWYXywxRJ3w.mp4,public/media/motion/collections/green-venue-invitation-suite-01-poster.jpg,collections|collection-detail|gallery,green-venue-botanical-suite,convert-to-h264,
AQOOlUtmzo8b8dtrNELEETcaJ-b1B-y0ERVutNtVUK1Irzfh598yeM_IAcCNWi1_l7ptdleEndlvFt6TwbzUd-XryZBY3aVIKmE.mp4,burgundy-corporate-folder-suite-01.mp4,public/media/video/AQOOlUtmzo8b8dtrNELEETcaJ-b1B-y0ERVutNtVUK1Irzfh598yeM_IAcCNWi1_l7ptdleEndlvFt6TwbzUd-XryZBY3aVIKmE.mp4,media-source/videos-original/AQOOlUtmzo8b8dtrNELEETcaJ-b1B-y0ERVutNtVUK1Irzfh598yeM_IAcCNWi1_l7ptdleEndlvFt6TwbzUd-XryZBY3aVIKmE.mp4,public/media/motion/collections/burgundy-corporate-folder-suite-01.mp4,collections,25.6,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,30,6685916,547d64d6668fc5933110086a02dd594993e8454e539e6eec3c1136e165905368,unique,AQOOlUtmzo8b8dtrNELEETcaJ-b1B-y0ERVutNtVUK1Irzfh598yeM_IAcCNWi1_l7ptdleEndlvFt6TwbzUd-XryZBY3aVIKmE.mp4,public/media/motion/collections/burgundy-corporate-folder-suite-01-poster.jpg,collections|collection-detail|gallery,,convert-to-h264,
AQOtzAJgWChaO3WXDFwczV31ZH3WhqRDKIc3KDGQ6NUuyY_oHuHKk7DsRHyrHW4ACVkkpUuafcXUrK41NF-Fj3BJMIGTnMgK5RU.mp4,red-program-invitation-suite-01.mp4,public/media/video/AQOtzAJgWChaO3WXDFwczV31ZH3WhqRDKIc3KDGQ6NUuyY_oHuHKk7DsRHyrHW4ACVkkpUuafcXUrK41NF-Fj3BJMIGTnMgK5RU.mp4,media-source/videos-original/AQOtzAJgWChaO3WXDFwczV31ZH3WhqRDKIc3KDGQ6NUuyY_oHuHKk7DsRHyrHW4ACVkkpUuafcXUrK41NF-Fj3BJMIGTnMgK5RU.mp4,public/media/motion/collections/red-program-invitation-suite-01.mp4,collections,36.67,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,29.97,11156953,3e0e2d1108e874c1c3c0e1089f8bdf994c732739b757ebb33357faf44a9e16fd,unique,AQOtzAJgWChaO3WXDFwczV31ZH3WhqRDKIc3KDGQ6NUuyY_oHuHKk7DsRHyrHW4ACVkkpUuafcXUrK41NF-Fj3BJMIGTnMgK5RU.mp4,public/media/motion/collections/red-program-invitation-suite-01-poster.jpg,collections|collection-detail|gallery,minimal-red-program-suite,convert-to-h264,
AQPf4xJzO4F0b1FqdaHTTwR8QgmXx1kPfaBT5IyUGJEpftk8fJ24hWPkwXxt71C44jyCXvg_cfti6vVOqpKRmDD2ipUykxo6_wU.mp4,white-wax-seal-invitation-suite-01.mp4,public/media/video/AQPf4xJzO4F0b1FqdaHTTwR8QgmXx1kPfaBT5IyUGJEpftk8fJ24hWPkwXxt71C44jyCXvg_cfti6vVOqpKRmDD2ipUykxo6_wU.mp4,media-source/videos-original/AQPf4xJzO4F0b1FqdaHTTwR8QgmXx1kPfaBT5IyUGJEpftk8fJ24hWPkwXxt71C44jyCXvg_cfti6vVOqpKRmDD2ipUykxo6_wU.mp4,public/media/motion/collections/white-wax-seal-invitation-suite-01.mp4,collections,49.75,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,29.97,11536325,1f590ed54fee5f6b80be6b224b857e6a51e5915f6cc60b0839ba2d428c568054,unique,AQPf4xJzO4F0b1FqdaHTTwR8QgmXx1kPfaBT5IyUGJEpftk8fJ24hWPkwXxt71C44jyCXvg_cfti6vVOqpKRmDD2ipUykxo6_wU.mp4,public/media/motion/collections/white-wax-seal-invitation-suite-01-poster.jpg,collections|collection-detail|gallery,minimal-botanical-seal-suite,convert-to-h264,
AQPMtphyvaGs-JOHQmhjhD0IF2Cw_QPxSHhSS2ocL-NX0A7xfUJmnPKu6dq-jnlQEjZwrSIO0PPuQpxbNwLFv_wRpGzB9kWGcW-zYWpKYaIeKA.mp4,ivory-gold-frame-detail-01.mp4,public/media/video/AQPMtphyvaGs-JOHQmhjhD0IF2Cw_QPxSHhSS2ocL-NX0A7xfUJmnPKu6dq-jnlQEjZwrSIO0PPuQpxbNwLFv_wRpGzB9kWGcW-zYWpKYaIeKA.mp4,media-source/videos-original/AQPMtphyvaGs-JOHQmhjhD0IF2Cw_QPxSHhSS2ocL-NX0A7xfUJmnPKu6dq-jnlQEjZwrSIO0PPuQpxbNwLFv_wRpGzB9kWGcW-zYWpKYaIeKA.mp4,public/media/motion/details-and-finishes/ivory-gold-frame-detail-01.mp4,details-and-finishes,24.7,720x1280,720,1280,portrait,h264,High,yuv420p,aac,30,3142358,5261ac7efbdd451b1b6ebe30ce066e8af752f8ee27524dba4be9cc7268df6068,unique,AQPMtphyvaGs-JOHQmhjhD0IF2Cw_QPxSHhSS2ocL-NX0A7xfUJmnPKu6dq-jnlQEjZwrSIO0PPuQpxbNwLFv_wRpGzB9kWGcW-zYWpKYaIeKA.mp4,public/media/motion/details-and-finishes/ivory-gold-frame-detail-01-poster.jpg,home|our-craft|gallery,ivory-gold-ornate-frame-suite,production-ready,ornate-relief-folder-details
AQPQ3465DwPYT-uS5B0mGMyNDYG-X4oyFRC7OQZB5f-fmbIETt-4os6vvK4Ib5x790nWY9eMj4RYuQa2GJLlkZwL5TUtvRmFhGw.mp4,blue-venue-certificate-box-01.mp4,public/media/video/AQPQ3465DwPYT-uS5B0mGMyNDYG-X4oyFRC7OQZB5f-fmbIETt-4os6vvK4Ib5x790nWY9eMj4RYuQa2GJLlkZwL5TUtvRmFhGw.mp4,media-source/videos-original/AQPQ3465DwPYT-uS5B0mGMyNDYG-X4oyFRC7OQZB5f-fmbIETt-4os6vvK4Ib5x790nWY9eMj4RYuQa2GJLlkZwL5TUtvRmFhGw.mp4,public/media/motion/packaging-and-presentation/blue-venue-certificate-box-01.mp4,packaging-and-presentation,35.402,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,29.97,7923877,4fd4e1f93e4a9ff138b573e396797b17360c84e2a2134a8a1eee6b36c52811b8,unique,AQPQ3465DwPYT-uS5B0mGMyNDYG-X4oyFRC7OQZB5f-fmbIETt-4os6vvK4Ib5x790nWY9eMj4RYuQa2GJLlkZwL5TUtvRmFhGw.mp4,public/media/motion/packaging-and-presentation/blue-venue-certificate-box-01-poster.jpg,collection-detail|gallery,blue-venue-illustrated-suite,convert-to-h264,boxed-presentation-variants
AQPTGwUzCEUP08uE8JqzaQbilmsxcQD237_AVHnIYTkpwM1zDbBnHWWFyylH6yeZmMMfx7NAdLiBa91X3Z-2HqxgQx1vR2RZjyw.mp4,luxury-folder-box-presentation-01.mp4,public/media/video/AQPTGwUzCEUP08uE8JqzaQbilmsxcQD237_AVHnIYTkpwM1zDbBnHWWFyylH6yeZmMMfx7NAdLiBa91X3Z-2HqxgQx1vR2RZjyw.mp4,media-source/videos-original/AQPTGwUzCEUP08uE8JqzaQbilmsxcQD237_AVHnIYTkpwM1zDbBnHWWFyylH6yeZmMMfx7NAdLiBa91X3Z-2HqxgQx1vR2RZjyw.mp4,public/media/motion/packaging-and-presentation/luxury-folder-box-presentation-01.mp4,packaging-and-presentation,41.1,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,30,9288735,8f5d26c173c888dd11ff088fd38b3c732c7041daaa406395cbefbe7296bd50c8,unique,AQPTGwUzCEUP08uE8JqzaQbilmsxcQD237_AVHnIYTkpwM1zDbBnHWWFyylH6yeZmMMfx7NAdLiBa91X3Z-2HqxgQx1vR2RZjyw.mp4,public/media/motion/packaging-and-presentation/luxury-folder-box-presentation-01-poster.jpg,collection-detail|gallery,royal-lacquer-gold-box-set,convert-to-h264,boxed-presentation-variants
AQPui0VeRWU1vDNyggvjdUh-KVMxSGsC8sv__wg3dB7AZ1wSomJJP4g1Ii__oGrB7QCbj6s51MLCbItufx2Hx-BZI6cdU1uAyp4.mp4,royal-blue-gold-suite-01.mp4,public/media/video/AQPui0VeRWU1vDNyggvjdUh-KVMxSGsC8sv__wg3dB7AZ1wSomJJP4g1Ii__oGrB7QCbj6s51MLCbItufx2Hx-BZI6cdU1uAyp4.mp4,media-source/videos-original/AQPui0VeRWU1vDNyggvjdUh-KVMxSGsC8sv__wg3dB7AZ1wSomJJP4g1Ii__oGrB7QCbj6s51MLCbItufx2Hx-BZI6cdU1uAyp4.mp4,public/media/motion/collections/royal-blue-gold-suite-01.mp4,collections,14.625,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,24,4046794,d6a758b4d9d49d1210507cabfabca269785f20124c528d352adcf59f49794247,unique,AQPui0VeRWU1vDNyggvjdUh-KVMxSGsC8sv__wg3dB7AZ1wSomJJP4g1Ii__oGrB7QCbj6s51MLCbItufx2Hx-BZI6cdU1uAyp4.mp4,public/media/motion/collections/royal-blue-gold-suite-01-poster.jpg,home|collections|collection-detail|gallery,royal-blue-gold-suite,convert-to-h264,
AQPW3u9Yo0VUvwYPw6gssxNoLhuZXr0n1ATeD_viQprRrzX_Pofh5JBNcLv7-L3DtZOEHukPqHee9t6tEeoCZTqr5qOlsMJLyi8.mp4,pink-fan-invitation-suite-01.mp4,public/media/video/AQPW3u9Yo0VUvwYPw6gssxNoLhuZXr0n1ATeD_viQprRrzX_Pofh5JBNcLv7-L3DtZOEHukPqHee9t6tEeoCZTqr5qOlsMJLyi8.mp4,media-source/videos-original/AQPW3u9Yo0VUvwYPw6gssxNoLhuZXr0n1ATeD_viQprRrzX_Pofh5JBNcLv7-L3DtZOEHukPqHee9t6tEeoCZTqr5qOlsMJLyi8.mp4,public/media/motion/collections/pink-fan-invitation-suite-01.mp4,collections,24.825,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,29.97,6976457,6e7fbe3725fcc0d214a3968abff66840f1bef87004fa2202d4c53723d3cb7cf7,unique,AQPW3u9Yo0VUvwYPw6gssxNoLhuZXr0n1ATeD_viQprRrzX_Pofh5JBNcLv7-L3DtZOEHukPqHee9t6tEeoCZTqr5qOlsMJLyi8.mp4,public/media/motion/collections/pink-fan-invitation-suite-01-poster.jpg,collections|collection-detail|gallery,blush-fan-signature-suite,convert-to-h264,
AQPzbpO_i3eeWXA_5mPS0XGgaHfRSgGnHN8Cj8V8AcTrmy0eU12ni1rYmoYfh7tZ1P2wMrY7tUcn0t61Xh8-aOc5ADcEih_cPMI.mp4,lavender-floral-invitation-suite-01.mp4,public/media/video/AQPzbpO_i3eeWXA_5mPS0XGgaHfRSgGnHN8Cj8V8AcTrmy0eU12ni1rYmoYfh7tZ1P2wMrY7tUcn0t61Xh8-aOc5ADcEih_cPMI.mp4,media-source/videos-original/AQPzbpO_i3eeWXA_5mPS0XGgaHfRSgGnHN8Cj8V8AcTrmy0eU12ni1rYmoYfh7tZ1P2wMrY7tUcn0t61Xh8-aOc5ADcEih_cPMI.mp4,public/media/motion/collections/lavender-floral-invitation-suite-01.mp4,collections,35.969,1080x1920,1080,1920,portrait,vp9,Profile 0,yuv420p,aac,29.971,6589771,096070788155d5daf9d663fcbeb99f9a9eddd14409bd88e479b94af5d8cc4b83,unique,AQPzbpO_i3eeWXA_5mPS0XGgaHfRSgGnHN8Cj8V8AcTrmy0eU12ni1rYmoYfh7tZ1P2wMrY7tUcn0t61Xh8-aOc5ADcEih_cPMI.mp4,public/media/motion/collections/lavender-floral-invitation-suite-01-poster.jpg,collections|collection-detail|gallery,lavender-floral-program-suite,convert-to-h264,
Elegant star show room-for about.mp4,showroom-tour-01.mp4,public/media/video/Elegant star show room-for about.mp4,media-source/videos-original/Elegant star show room-for about.mp4,public/media/motion/brand/showroom/showroom-tour-01.mp4,brand,18.384,720x1280,720,1280,portrait,vp9,Profile 0,yuv420p,aac,30.842,4216929,1d5c1f19bb817a047deb4e940349705202b035179a617a82ac4f8bf01db522e7,unique,Elegant star show room-for about.mp4,public/media/motion/brand/showroom/showroom-tour-01-poster.jpg,about,,convert-to-h264,
